Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Kazakhstan,KAZ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.88932178,19.02082345,16.01791526,15.11253921,13.60643096,20.54218714,24.16638581,29.67717267,28.05904628,27.0862374,28.78584439,30.93714849,29.37995678,30.12236439,29.23689183,30.39247107,32.80274914,29.76110355,28.98735672,30.16949574,27.95750379,24.2761301,27.76788626,30.238284,
Kenya,KEN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,12.25729255,17.42962907,25.30817947,18.19384689,14.25156672,17.27965397,19.67944805,16.16404628,20.26883338,17.9444875,23.97474249,21.21527317,18.25796915,20.18254707,14.59731867,18.99172983,19.37219181,15.12458071,37.15646242,33.7985121,23.81787,16.48075571,16.27073595,16.25858413,18.48646343,12.88052415,9.776646125,8.533094478,9.474741952,11.96134347,13.87269549,16.06123804,16.66189724,15.40485658,14.5141982,14.12514272,13.56672182,12.53504622,9.608563903,10.53781525,11.38825215,12.34109991,10.48777186,,
Kyrgyz Republic,KGZ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056434161,5.122558906,8.055103901,1.814224081,13.94335187,-7.946303939,2.75277734,14.66639589,17.16946642,16.8928289,10.05430927,15.42662029,14.69537937,10.92524018,20.82857915,14.63574057,25.15729752,19.93423675,17.40381049,12.74039314,9.116788712,11.54827422,12.21317239,22.48747701,26.67003201,28.10115737,
Cambodia,KHM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.616724785,4.674598196,8.539986329,7.23399209,13.02076907,14.20285415,16.32430524,14.35613918,14.21370684,12.5541501,13.60857778,19.86330896,19.21501501,16.71365932,18.80388623,17.50291917,16.3564837,18.86035129,21.06491893,21.36463954,20.73817136,20.27837368,23.19195609,24.72009909,
Kiribati,KIR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,50.26908713,28.76565762,23.35217266,55.50374412,74.47563067,49.39729619,30.65441134,31.35236388,46.78990242,49.42532042,44.83852494,53.90667103,100.6717495,95.99555621,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,25.68731441,28.67195456,31.76250744,30.85665867,25.35441418,24.72504333,26.68762783,30.32932734,32.32932249,32.32339113,35.78437098,39.55040315,41.79262071,39.09904039,39.33642199,39.32936212,38.41242392,38.38065179,38.06166674,37.94081015,36.2181938,36.11841946,37.70606039,35.53737811,34.14924343,32.13628062,31.5775544,33.0539321,35.24279782,33.36890862,32.5918327,32.99993314,32.79458445,32.69847173,34.82254136,34.6505231,34.37428459,34.47424664,34.49279633,35.59426805,36.03522193,36.11922449,34.67291002,
Kuwait,KWT,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,67.87308834,69.31773948,55.54408876,59.76928836,70.36252741,69.37858001,71.29714131,48.21268337,51.23078166,53.2589336,44.20205886,56.43725414,52.29217458,49.02270189,51.80906128,19.68368411,-236.2658329,22.89988164,31.19358058,31.41336094,37.71145716,39.92229116,42.61867521,26.98692535,31.36121563,49.56574417,38.16599892,28.29534532,36.31004972,47.15328801,56.79178746,64.71678397,57.24801235,58.50232263,43.63743591,50.68873975,57.49333724,58.9796,55.10800779,49.62162198,32.8013615,30.35303585,36.45333715,43.17410269,
Latin America & Caribbean (excluding high income),LAC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,21.95755626,21.67079799,20.7149933,20.37313284,21.02933145,20.18901329,17.86914592,16.87322043,19.10011163,21.38148516,18.07610447,21.53733116,21.77488624,26.04661984,19.37339508,18.5367333,18.05030095,18.87903236,19.1685972,17.61280631,17.40828297,17.34157239,16.55593825,16.01919039,17.73545394,16.797669,18.23969148,18.640985,20.26637297,20.2225794,21.97663661,22.13880169,21.81079923,19.0126854,20.49288795,20.76589341,19.88215082,18.62227234,17.16143833,16.86604754,16.76887007,17.22822529,17.52837654,
Lao PDR,LAO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,4.997561122,3.410325332,4.560123269,4.741678574,-0.61281468,,,,,,,,,,,,8.529461086,1.396712837,18.36760584,10.56472019,14.72240539,20.24489327,22.56832536,19.13917856,14.03251211,16.62230576,9.676115267,18.40332942,6.868406833,5.725073507,10.17373385,10.75118956,17.64963047,,,
Lebanon,LBN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.236025907,-16.35902798,7.171407075,8.194911527,10.94013203,15.39438068,8.707061751,8.130994471,5.819437292,4.791377672,1.945439605,4.550228489,1.440602324,7.430464918,2.630473706,-2.788072301,5.46382279,
Liberia,LBR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.53445017,-66.99152337,0.873231845,-70.26321427,-31.98378631,-6.15106717,-23.19563338,-18.8843734,-20.29866693,-29.54014085,-38.13281588,-30.95733438,-38.33317979,-48.78184822,-64.09902068,
Libya,LBY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78094726,49.30629714,43.29316566,62.28486017,67.9827275,63.09277782,67.32703962,,,,,,,,,,,
St. Lucia,LCA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,17.38756585,21.56878404,19.49450107,21.37392661,18.22383879,22.77308882,28.16882942,25.12070665,25.35938316,21.33415138,19.52790181,23.16071538,17.29690343,22.0053445,20.63800963,23.87026672,27.59521573,28.44088276,29.5141769,25.55885072,23.72561122,25.65315122,24.9068969,22.13062136,17.72104243,14.41386194,12.59818167,13.19815288,13.84245582,14.65520888,9.275989083,10.86629058,23.61630729,21.65739931,19.65764011,22.01724815,22.59357237,16.42475119,17.75214608,9.669397208,,,
Latin America & Caribbean,LCN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,21.53812743,21.03634706,20.20290791,19.98633416,20.6402909,19.63881875,17.26722115,16.44502667,18.48882843,20.69525262,17.75920297,21.32496389,21.72072992,25.7005505,19.48187222,18.62743171,18.16898049,18.93784146,19.24385754,17.91428393,17.7197407,17.62128045,16.79871907,16.23523081,17.87074145,16.9716943,18.36997117,18.7176613,20.31391976,20.30727284,22.05719105,22.23145491,21.82839536,19.19626381,20.6141655,20.83664093,19.96976725,18.75204591,17.36341811,17.12160258,16.99917609,17.36390664,17.55924804,
Least developed countries: UN classification,LDC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.32731099,26.56697792,27.38585056,26.60150177,23.49803626,27.54909019,28.0802811,27.62653673,24.19642004,26.27757075,24.73162176,24.70211913,25.51267157,,
Low income,LIC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,7.537896825,2.908484952,5.131476096,11.15229777,22.67599516,25.73613733,26.77387051,28.28235105,26.69216756,24.1453333,23.70354721,23.68409025,24.16404001,24.70399593,23.58043718,23.70049146,23.61268956,24.45369021,25.61813858,24.37927304,20.83157055,21.60054009,22.20264759,22.64724406,23.38654005,22.0996559,22.95410178,21.31126879,21.65615495,22.11889732,24.16260618,22.68688149,23.62660379,18.03312755,23.92987667,28.45794235,26.28579521,33.30177889,29.86377452,29.80464278,28.82351401,25.7306893,26.20866764,25.45517894,
Lower middle income,LMC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,22.9522143,21.90810952,23.36134843,21.61076796,20.79244338,20.02379243,21.73960001,21.81296612,24.10902207,24.03108312,24.1824248,24.48568457,25.24479964,26.20791285,25.45966082,24.6759372,25.42174846,24.14291219,23.95503302,27.67070695,26.77136175,27.2821951,27.83795537,29.86510082,30.78528558,32.62478576,31.30532941,31.20640707,29.70376733,31.50600719,30.71339904,30.48743183,28.73557332,28.90395823,27.8806366,27.50653391,27.37585281,27.76450075,
Low & middle income,LMY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,25.92518803,25.58576189,26.43034761,27.36165402,26.17819447,27.66943395,28.4777163,28.94561065,27.09991238,27.61200603,28.24840935,29.33022506,29.56496057,28.17422778,27.71673914,27.58816439,26.53138284,26.40822482,28.1135542,27.60703102,28.38838826,29.72490854,31.81339245,32.55727506,34.35659022,34.79437307,35.20747501,32.41441927,34.06478329,33.7257242,33.01998607,31.64522162,31.54056949,30.76699706,30.06548356,30.72795898,31.21404107,
Lesotho,LSO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,10.61259883,12.61703115,25.22373348,38.61168074,32.6640104,49.55810427,38.02936531,,,,,,,,,,,,,,,,,,,,,,,,,,43.4687862,44.49811957,33.63760626,24.8603622,19.63930578,22.31061558,23.12613347,25.41302548,31.59188672,23.97384937,19.20746876,18.06651745,
Late-demographic dividend,LTE,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,27.85677039,27.18923939,28.97809278,29.80473331,29.77395776,32.32892243,33.50010942,34.73274261,31.03101478,28.58209097,33.58246582,34.47046127,33.74949836,30.59811674,29.71327103,29.393032,28.07622838,28.13004212,29.68324552,29.75674852,30.2319607,32.16819109,34.65691453,34.87887773,36.41923022,37.59093767,37.89777719,35.0696989,36.73546732,36.65944689,36.01814799,35.19392348,35.00011448,33.63043066,32.70225834,33.57597705,34.11155366,
Lithuania,LTU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33206495,12.43961463,14.87775473,12.78713913,10.46127028,12.88352188,14.30718906,15.50259176,15.09952519,15.28255683,16.97426121,16.2422488,16.92659632,14.45342211,14.12632771,18.30471803,18.25737506,18.13496454,21.17788432,23.01717938,18.7713892,18.33920645,19.93991062,20.3415297,
Luxembourg,LUX,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.36009789,33.72580719,32.80628403,27.814358,26.42785892,36.45382215,39.14514798,31.94147964,39.60168012,34.38713861,14.47856216,23.20661453,21.26258833,19.09042679,17.83334913,18.80632143,19.55966156,19.03931706,17.62031023,17.40702955,
Latvia,LVA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85190302,12.13313922,13.9265676,15.9612276,12.63975152,18.3865596,19.23623571,20.27344029,21.26013338,19.83338151,22.47901797,17.63620685,20.34168927,22.54145112,29.9652002,21.85655664,22.24312317,22.64583153,21.59299802,20.95288173,21.72537711,22.23083215,22.95706816,22.81318939,
"Macao SAR, China",MAC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.08028504,44.846724,49.42045957,49.67572585,48.45374541,58.38090376,46.59789621,46.76747975,52.73262281,54.68263471,53.95672299,54.29501614,53.78427207,50.37571926,48.70529884,52.24888958,52.24461456,
St. Martin (French part),MAF,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,19.75247885,14.83272118,16.20531847,16.02868039,15.78863663,24.81854643,22.5752369,23.48669844,21.91105374,25.2816991,25.26178214,26.51049608,25.92645444,26.9863909,27.73965297,30.43956068,26.15996498,26.57124514,24.88115814,23.76298043,21.84522071,24.58682412,24.76179869,27.5171486,25.50516279,25.19269649,31.76723453,30.8547807,32.26516632,32.75782588,32.38592333,33.58478333,33.92983514,34.16711966,29.77827655,29.71475762,28.06868476,25.25143526,27.02568361,26.54022034,28.85054322,28.25089189,29.17398796,27.67945819,
Monaco,MCO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62808083,13.22662135,7.913259822,4.991161587,19.50395164,15.01611832,20.91884292,17.8993802,17.03221148,23.31734469,21.39727872,21.77585114,23.8663709,23.32574712,14.05521496,17.00742857,13.96653455,16.75438891,19.71951243,20.06134882,17.79150499,18.52241225,16.82456189,14.9489283,
Madagascar,MDG,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,5.5050071,5.156193847,7.605376354,6.677172475,4.936855163,1.148416114,-0.734648046,0.45667286,-0.867810922,0.769197279,2.145794747,-0.197017423,6.010375013,4.320483825,7.707435409,10.319143,9.132909852,-1.858985092,4.419518194,3.738877039,1.655974989,2.430958888,7.428962369,7.360693149,7.402584922,8.910243981,8.813312758,16.83242119,9.942703481,13.00529222,14.14921562,7.519943987,12.53349528,19.3256059,24.16359634,17.9226595,17.01346021,16.01339882,13.50038514,9.047526937,14.5258655,12.91965364,16.10683185,15.12224312,18.62198233,
Maldives,MDV,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,36.03922429,29.0760131,33.48872554,35.66199833,,,,,,,,,21.38218575,21.83545852,,,24.81787969,24.01982579,25.7799462,26.97250882,26.41212077,22.07179221,26.33679383,29.98526307,,,,,39.54297266,40.78663229,40.71120207,,,,,,,,,,,,
Mexico,MEX,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,21.82406128,26.10777757,25.35164063,26.09786835,28.49786732,26.34256667,26.72187055,20.9713588,25.74445988,20.56095174,19.72772637,19.8222349,18.21582325,16.44626251,19.90511284,20.21905153,22.61257563,22.70766193,23.53391172,23.36472921,22.42908434,21.38771427,20.59851372,19.5646364,19.10133419,22.1001478,21.28543009,23.53337308,23.25676611,23.22303416,22.98212165,23.76070311,23.82656777,23.28151152,20.15221532,21.38672896,21.71160551,22.30352774,23.20193018,23.69184564,
Marshall Islands,MHL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.93071282,28.96743345,29.63579988,24.61137098,26.27705948,28.10605407,26.70636324,17.45074986,18.9172091,25.5241526,32.65944328,29.67077442,18.29043867,17.2441109,
Middle income,MIC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,26.04017308,25.70632462,26.55478055,27.50429705,26.30913646,27.83588912,28.67039879,29.12941187,27.2970971,27.84478117,28.46616096,29.55493853,29.7274606,28.28239465,27.82821987,27.70723385,26.6165444,26.513616,28.21975304,27.69731113,28.47870304,29.81894843,31.94717964,32.75406271,34.55524857,34.97086394,35.3634242,32.57185538,34.22750544,33.89318758,33.17989158,31.78067497,31.67332378,30.9122703,30.18861399,30.82543151,31.27042217,
North Macedonia,MKD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.67568491,18.0011367,19.81310039,24.29755739,21.90019398,12.64506692,13.06420387,15.71293416,14.57275128,18.55259409,21.89941076,17.63973851,16.19920748,20.41817695,23.79966874,25.87089496,26.66156407,27.37627211,29.73013857,28.47476187,30.03477373,32.43227686,33.02031217,
Mali,MLI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,7.276386151,8.918472616,17.53361984,5.791421336,8.628204946,-6.986565817,-9.367916284,-8.822444423,-8.937247941,-11.60657274,-3.018062705,2.373977192,10.73335217,7.676159057,15.86919271,12.22936046,9.816902732,11.26929642,8.230698431,13.67133276,10.49876165,9.849050256,14.26581921,14.31801677,10.37479539,9.97118107,12.03975964,11.67861109,14.73397902,13.87850005,13.06916258,18.05486215,17.72683983,13.358938,17.36881889,12.82489718,14.29729162,14.65475814,14.91317081,15.45008634,15.43683326,15.53717814,14.83904385,,
Malta,MLT,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,23.60156908,20.11188542,16.41183752,17.55549146,28.26754572,31.98243409,26.60922544,28.19076823,30.01942328,31.11483637,35.11926013,32.48238646,28.82021453,29.17644188,25.06144943,25.61913401,28.57311073,31.40307194,28.7776116,30.75757026,31.05688145,28.60605204,26.63886715,25.91181608,24.33290677,19.81666898,21.27109847,18.99866293,21.01933733,17.90187222,17.65852224,20.05011278,18.58614303,16.58444056,16.39105796,14.11818218,17.93364721,19.70299664,13.95393152,18.61613456,19.87540214,20.44572477,22.98259538,28.61978513,28.24588996,28.23936645,31.32294918,31.09659557,
Myanmar,MMR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34943204,16.93330415,33.15459863,37.59950957,33.58313399,32.4562138,30.56054566,31.33342048,30.93835405,29.18255948,,
Middle East & North Africa (excluding high income),MNA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,30.39271305,24.79722655,28.97359056,27.03083568,,,,,,,,,21.67718419,25.29042794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.597020485,-8.290291402,-0.759790975,1.172050013,4.283346348,5.130666,8.219729412,7.807319045,9.117513909,9.865240576,14.15610285,14.89888791,
Mongolia,MNG,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,22.31639615,31.22685301,21.04707866,20.03182299,19.25257585,13.59618258,8.4889431,7.947175983,14.9139554,23.38445069,25.48209878,36.49696871,41.80193838,40.56227061,38.79343834,33.03263286,37.16397373,30.86690029,33.43775964,17.4236104,17.9178901,16.28291305,25.03807312,33.65779466,39.55757389,45.95742489,41.03180192,29.96148884,27.22845591,26.63044842,30.40358846,27.698275,26.28005207,23.44557545,20.69556568,24.18583944,21.22607755,30.25115819,
Northern Mariana Islands,MNP,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.070098911,10.00413666,12.12695496,13.80831888,11.7451997,12.35557509,14.45567625,11.31595401,12.35065975,10.56443142,12.66358612,10.24771755,12.47028251,12.85053825,
Mauritania,MRT,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,9.189341177,3.341384827,-0.996017611,11.52835117,4.283900757,5.348453556,6.99740684,-7.723970126,-4.580754182,3.4144147,16.18981969,9.309438566,10.94324742,16.35994452,15.25073801,7.510050156,16.46583444,13.86475298,5.131631148,42.57675412,13.9773547,20.69809567,11.2855772,21.34844065,,,,,,,,,,,,,,34.67669608,32.8753608,22.98825701,19.34295638,23.2814616,23.41733331,19.75086053,
Mauritius,MUS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,25.7653023,20.58066683,19.14350248,19.18848021,10.40588923,12.36163443,14.35392962,15.70947269,17.13091246,20.78469499,28.36549299,29.05209673,28.3861439,26.3779604,25.82150924,27.58217822,29.06090129,27.71797377,25.24777782,25.19328232,25.6173935,27.12850273,26.58727858,25.62323678,26.86910923,28.68403112,27.60854883,25.96305879,23.10527551,18.28589016,20.86964822,25.42487252,19.24398019,15.85493242,13.91516039,12.29743972,17.16510958,18.0715155,15.6311945,16.07172604,16.4670781,17.97416778,16.83706477,
Malawi,MWI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,20.0548468,21.48094236,11.17422635,7.825971299,9.933519603,13.3029899,12.59590576,13.2539139,11.42043444,8.823918502,13.82808362,17.7746852,16.63558434,16.36531406,17.35834895,5.05105788,4.595918067,5.463028196,7.504885586,6.604087161,1.252527316,12.80597446,4.320722007,9.517732456,10.13274057,5.462511333,5.241800452,4.580512693,2.293887152,7.501923587,20.03572496,14.37218306,19.45483188,18.40221139,10.2296608,2.173373237,13.86947787,12.75545977,8.133095676,2.38965705,13.23571681,,
Malaysia,MYS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,23.95659599,20.27484306,28.0826034,27.24798902,27.59066954,33.35128341,29.31830114,25.24430324,23.92370463,26.36562416,28.64990697,25.62669381,25.62085868,31.04889564,31.6553031,30.68048451,30.38268284,29.27826201,31.69647503,34.71317319,35.09141613,33.89325517,37.04072348,37.02054492,39.849159,38.30598077,35.91737958,32.25177903,32.73508467,34.85265146,35.13749662,36.81574836,38.79645694,38.76682083,38.51773056,33.36344397,33.46645759,34.08180525,30.9153501,29.41984502,29.36654769,28.39917425,28.38496284,28.34952984,25.72803424,
North America,NAC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,21.51806686,21.44855254,22.02692452,23.7420201,22.82152441,20.93940684,21.50744199,22.07017866,23.15295589,23.39568996,22.20346296,23.28326332,21.61962388,19.82321186,21.82331086,20.38411521,18.96465453,19.67448559,20.66895083,19.78905398,18.67146468,18.48210101,17.35688248,16.85183808,17.77797422,18.77160506,19.62785331,20.78055367,21.2383771,20.96879276,21.09693918,19.9767082,18.70701309,17.87389239,18.33161617,18.79067781,19.80167784,18.24706382,16.13293931,14.4249293,15.88217406,16.9598114,19.04487385,19.49367255,20.56798005,20.20002382,18.75074085,18.83252908,18.68350338,
Namibia,NAM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.87362486,26.72840345,28.91786402,25.97604578,29.64401977,30.77176969,28.1129607,25.06506691,26.93498338,24.01632897,28.28142869,22.84724426,26.85460076,26.64868937,30.88678961,31.13997296,36.22109043,28.61606707,27.01827361,16.90971815,17.61856211,14.31991394,18.34097916,19.75562268,22.07912553,15.08608526,10.31178697,15.09749719,14.02860629,
New Caledonia,NCL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,5.399841753,7.747064783,10.31348781,14.02179547,20.72975388,19.11657164,17.12453732,10.05699628,6.710181257,9.000755607,2.38771178,8.32128862,9.915241675,4.363280024,13.31479076,6.820157996,2.500590315,3.545077633,7.434116826,7.094461705,2.340745297,5.814240226,9.562851482,9.758014508,9.244518144,9.911387489,12.60963611,14.1284516,9.76604926,11.27545637,11.39404708,14.76523088,14.99999393,14.64338646,17.67946876,9.953399661,20.13015431,16.06645143,21.46167337,21.14963181,21.57029138,18.12911012,19.06556365,20.23252053,,
Nigeria,NGA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,87.09597645,84.49042564,75.67182706,60.75026426,48.45303185,53.46390891,51.59596612,47.98987529,64.35458845,59.02455444,56.39235852,48.90530388,45.37456206,40.63911446,41.54742221,38.62911373,41.283176,33.26725038,46.24266642,50.6504509,34.06146741,29.11599259,27.25554816,30.15286635,36.21164488,49.9029502,26.81110591,31.99532223,24.89560152,24.3208377,24.00072671,31.89258795,18.10071244,21.09510212,15.7184079,15.84586317,18.26510298,19.27866864,
Nicaragua,NIC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.659504455,3.288071328,4.944683295,7.537222555,11.8431868,13.66363767,10.36669532,9.726870657,8.61012646,9.681161246,12.97669356,14.21292087,15.11761423,16.24416736,16.49740818,14.5592755,15.80963601,18.97753242,20.22398915,19.83427111,21.76011771,24.61159266,24.59615571,23.09900871,23.57585037,
Netherlands,NLD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,31.4965968,31.10207666,30.76043092,31.12223401,32.20656718,30.51672362,27.33080339,27.92202242,26.38881157,24.85629444,24.78618114,24.76812688,24.87908073,24.36464259,24.92512087,27.59182356,25.59408051,26.08250422,25.9384387,27.18717003,28.57410458,27.27713893,26.81241228,26.1398806,26.44490765,27.42951024,28.4598108,28.78025494,28.74183725,27.13751421,28.57053127,29.414569,27.24278303,26.19197742,26.95266077,26.99341571,25.69979086,28.23293267,28.12338777,26.43404872,26.04892095,27.19598017,28.65528337,28.81761158,28.06076372,27.10257194,28.77311545,28.54191773,31.41635486,31.85160709,
Norway,NOR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,30.08922828,28.38016008,25.95193541,26.47396971,26.66327203,30.5441229,31.18886411,29.77856608,30.32786639,32.82637931,32.13416947,26.94587393,26.86047018,26.29114649,27.13147155,26.80422014,25.49970393,24.92839087,24.94517643,25.85588741,27.59870318,29.52772102,31.22391997,28.00927573,30.0994603,36.63622954,36.4581354,32.71885897,31.57973155,34.00205859,38.8067387,40.27817747,39.62112076,41.94411005,35.63458176,36.68409466,38.69119409,39.2005828,38.39153435,38.91618245,35.83264091,33.1291988,34.12454465,35.94349937,
Nepal,NPL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,15.32126861,17.44328299,17.42714069,16.46995176,17.29647841,16.89507043,16.40122553,14.50573585,16.01258618,18.62311339,15.51950735,16.80707054,14.84427922,13.2464208,10.3341958,11.71677402,15.10886219,16.62517071,13.9920437,21.00779388,20.38508266,19.11054397,20.13192901,20.47123509,21.73051331,18.5502235,25.13148362,25.12676611,27.57583417,30.68571741,29.50425285,31.05886965,36.65691212,37.24818062,37.75048339,39.50676497,40.26883823,43.79171179,46.2707818,46.14174132,40.71846128,46.67706997,49.48940439,
